gene_original,SYMBOL,ENTREZID
SURF4 (6836),SURF4,6836
GBGT1 (26301),GBGT1,26301
SURF1 (6834),SURF1,6834
SURF2 (6835),SURF2,6835
SURF6 (6838),SURF6,6838
MED22 (6837),MED22,6837
REXO4 (57109),REXO4,57109
RPL7A (6130),RPL7A,6130
GTF3C5 (9328),GTF3C5,9328
ASB6 (140459),ASB6,140459
PTGES2 (80142),PTGES2,80142
NTMT1 (28989),NTMT1,28989
CIZ1 (25792),CIZ1,25792
SLC25A25 (114789),SLC25A25,114789
SH3GLB2 (56904),SH3GLB2,56904
MIGA2 (84895),MIGA2,84895
PTGES (9536),PTGES,9536
LCN2 (3934),LCN2,3934
LRSAM1 (90678),LRSAM1,90678
HMCN2 (256158),HMCN2,256158
GPR107 (57720),GPR107,57720
PAXX (286257),PAXX,286257
INPP5E (56623),INPP5E,56623
SEC16A (9919),SEC16A,9919
DPH7 (92715),DPH7,92715
NOTCH1 (4851),NOTCH1,4851
CACNA1B (774),CACNA1B,774
NACC2 (138151),NACC2,138151
PROSER2 (254427),PROSER2,254427
USP6NL (9712),USP6NL,9712
COMMD3 (23412),COMMD3,23412
MSRB2 (22921),MSRB2,22921
PDSS1 (23590),PDSS1,23590
FAM171A1 (221061),FAM171A1,221061
MINDY3 (80013),MINDY3,80013
TMEM236 (653567),TMEM236,653567
RSU1 (6251),RSU1,6251
ST8SIA6 (338596),ST8SIA6,338596
PARD3 (56288),PARD3,56288
ANKRD30A (91074),ANKRD30A,91074
ZEB1 (6935),ZEB1,6935
FAM13C (220965),FAM13C,220965
NRBF2 (29982),NRBF2,29982
A1CF (29974),A1CF,29974
CDHR1 (92211),CDHR1,92211
POLR3A (11128),POLR3A,11128
HERC4 (26091),HERC4,26091
LRMDA (83938),LRMDA,83938
CAMK2G (818),CAMK2G,818
GLUD1 (2746),GLUD1,2746
ANKRD1 (27063),ANKRD1,27063
HTR7 (3363),HTR7,3363
RPP30 (10556),RPP30,10556
FRA10AC1 (118924),FRA10AC1,118924
ADD3 (120),ADD3,120
VAX1 (11023),VAX1,11023
DNAJB12 (54788),DNAJB12,54788
EIF4EBP2 (1979),EIF4EBP2,1979
PLEKHS1 (79949),PLEKHS1,79949
TCF7L2 (6934),TCF7L2,6934
MKI67 (4288),MKI67,4288
INA (9118),INA,9118
FUOM (282969),FUOM,282969
LRRC27 (80313),LRRC27,80313
MTG1 (92170),MTG1,92170
PAOX (196743),PAOX,196743
GSTO1 (9446),GSTO1,9446
TAF5 (6877),TAF5,6877
PPRC1 (23082),PPRC1,23082
ITPRIP (85450),ITPRIP,85450
CNNM2 (54805),CNNM2,54805
PDCD11 (22984),PDCD11,22984
ADAM12 (8038),ADAM12,8038
RGS10 (6001),RGS10,6001
BTBD10 (84280),BTBD10,84280
ADM (133),ADM,133
GAS2 (2620),GAS2,2620
LIN7C (55327),LIN7C,55327
LRRC4C (57689),LRRC4C,57689
IMMP1L (196294),IMMP1L,196294
PGAP2 (27315),PGAP2,27315
TUT1 (64852),TUT1,64852
SYT8 (90019),SYT8,90019
ZNF214 (7761),ZNF214,7761
ZNF215 (7762),ZNF215,7762
HSD17B12 (51144),HSD17B12,51144
APIP (51074),APIP,51074
PAMR1 (25891),PAMR1,25891
DGKZ (8525),DGKZ,8525
EIF3M (10480),EIF3M,10480
TNKS1BP1 (85456),TNKS1BP1,85456
SERPING1 (710),SERPING1,710
SSRP1 (6749),SSRP1,6749
SLC43A1 (8501),SLC43A1,8501
PTPRJ (5795),PTPRJ,5795
CSTPP1 (79096),CSTPP1,79096
ARFGAP2 (84364),ARFGAP2,84364
CELF1 (10658),CELF1,10658
HIKESHI (51501),HIKESHI,51501
CCDC81 (60494),CCDC81,60494
SESN3 (143686),SESN3,143686
ENDOD1 (23052),ENDOD1,23052
CCDC82 (79780),CCDC82,79780
KLHL35 (283212),KLHL35,283212
TENM4 (26011),TENM4,26011
SERPINH1 (871),SERPINH1,871
CAPN5 (726),CAPN5,726
INTS4 (92105),INTS4,92105
PAK1 (5058),PAK1,5058
RPS3 (6188),RPS3,6188
ZC3H12C (85463),ZC3H12C,85463
TTC12 (54970),TTC12,54970
NCAM1 (4684),NCAM1,4684
DRD2 (1813),DRD2,1813
NPAT (4863),NPAT,4863
ATM (472),ATM,472
AASDHPPT (60496),AASDHPPT,60496
GLB1L2 (89944),GLB1L2,89944
SLX4IP (128710),SLX4IP,128710
LAMTOR1 (55004),LAMTOR1,55004
P4HA3 (283208),P4HA3,283208
GRIK4 (2900),GRIK4,2900
ST14 (6768),ST14,6768
HYOU1 (10525),HYOU1,10525
KAT14 (57325),KAT14,57325
TKFC (26007),TKFC,26007
MTA2 (9219),MTA2,9219
TMEM138 (51524),TMEM138,51524
FADS1 (3992),FADS1,3992
TMC2 (117532),TMC2,117532
ROM1 (6094),ROM1,6094
EML3 (256364),EML3,256364
INCENP (3619),INCENP,3619
ZP1 (22917),ZP1,22917
MS4A3 (932),MS4A3,932
PLCH2 (9651),PLCH2,9651
CPSF7 (79869),CPSF7,79869
B3GAT3 (26229),B3GAT3,26229
EI24 (9538),EI24,9538
CCDC15 (80071),CCDC15,80071
CHEK1 (1111),CHEK1,1111
FEZ1 (9638),FEZ1,9638
ESAM (90952),ESAM,90952
KIRREL3 (84623),KIRREL3,84623
MPZL2 (10205),MPZL2,10205
SIDT2 (51092),SIDT2,51092
TMEM25 (84866),TMEM25,84866
TAGLN (6876),TAGLN,6876
JPH2 (57158),JPH2,57158
DUSP15 (128853),DUSP15,128853
COMMD7 (149951),COMMD7,149951
C20orf144 (128864),C20orf144,128864
KIAA1755 (85449),KIAA1755,85449
SPATA25 (128497),SPATA25,128497
DSN1 (79980),DSN1,79980
MTCL2 (140710),MTCL2,140710
CNBD2 (140894),CNBD2,140894
LSM14B (149986),LSM14B,149986
YTHDF1 (54915),YTHDF1,54915
CABLES2 (81928),CABLES2,81928
LTO1 (220064),LTO1,220064
TRPT1 (83707),TRPT1,83707
NUDT22 (84304),NUDT22,84304
FERMT3 (83706),FERMT3,83706
PLCB3 (5331),PLCB3,5331
MRPL49 (740),MRPL49,740
FAU (2197),FAU,2197
TM7SF2 (7108),TM7SF2,7108
VPS51 (738),VPS51,738
TBX6 (6911),TBX6,6911
PPP4C (5531),PPP4C,5531
ALDOA (226),ALDOA,226
TLCD3B (83723),TLCD3B,83723
DOC2A (8448),DOC2A,8448
HIRIP3 (8479),HIRIP3,8479
TAOK2 (9344),TAOK2,9344
TMEM219 (124446),TMEM219,124446
HMGA2 (8091),HMGA2,8091
MMP3 (4314),MMP3,4314
CNKSR2 (22866),CNKSR2,22866
CNTN5 (53942),CNTN5,53942
KLRF1 (51348),KLRF1,51348
MKX (283078),MKX,283078
MPP7 (143098),MPP7,143098
ITGB1 (3688),ITGB1,3688
CTF1 (1489),CTF1,1489
CWC15 (51503),CWC15,51503
FCGR1A (2209),FCGR1A,2209
ARID5B (84159),ARID5B,84159
CDH8 (1006),CDH8,1006
DCUN1D2 (55208),DCUN1D2,55208
TMCO3 (55002),TMCO3,55002
TMEM218 (219854),TMEM218,219854
TIRAP (114609),TIRAP,114609
EEF1AKMT1 (221143),EEF1AKMT1,221143
LATS2 (26524),LATS2,26524
SAP18 (10284),SAP18,10284
ADGRL3 (23284),ADGRL3,23284
KIAA1328 (57536),KIAA1328,57536
FAM124A (220108),FAM124A,220108
MIA2 (4253),MIA2,4253
HNMT (3176),HNMT,3176
LYPD1 (116372),LYPD1,116372
LYPD6B (130576),LYPD6B,130576
PDCD4 (27250),PDCD4,27250
ADRA2A (150),ADRA2A,150
GPM6A (2823),GPM6A,2823
WDR17 (116966),WDR17,116966
SPATA4 (132851),SPATA4,132851
VEGFC (7424),VEGFC,7424
CCDC102B (79839),CCDC102B,79839
CD226 (10666),CD226,10666
CNDP1 (84735),CNDP1,84735
FSIP1 (161835),FSIP1,161835
DLG2 (1740),DLG2,1740
CCDC83 (220047),CCDC83,220047
PRSS23 (11098),PRSS23,11098
MTMR12 (54545),MTMR12,54545
PPP1R1C (151242),PPP1R1C,151242
POU2AF2 (341032),POU2AF2,341032
CCT5 (22948),CCT5,22948
ATPSCKMT (134145),ATPSCKMT,134145
DOCK1 (1793),DOCK1,1793
DIXDC1 (85458),DIXDC1,85458
DLAT (1737),DLAT,1737
PIH1D2 (120379),PIH1D2,120379
NKAPD1 (55216),NKAPD1,55216
TIMM8B (26521),TIMM8B,26521
IL18 (3606),IL18,3606
PTS (5805),PTS,5805
PIP4K2A (5305),PIP4K2A,5305
CIMIP5 (130813),CIMIP5,130813
FREM2 (341640),FREM2,341640
FOXO1 (2308),FOXO1,2308
CRIM1 (51232),CRIM1,51232
SEC24D (9871),SEC24D,9871
ABCB9 (23457),ABCB9,23457
RILPL2 (196383),RILPL2,196383
DHX37 (57647),DHX37,57647
UBC (7316),UBC,7316
ITPR1 (3708),ITPR1,3708
PRSS53 (339105),PRSS53,339105
SLC7A11 (23657),SLC7A11,23657
NOCT (25819),NOCT,25819
ENKUR (219670),ENKUR,219670
GPR158 (57512),GPR158,57512
LYZL2 (119180),LYZL2,119180
CACNA2D4 (93589),CACNA2D4,93589
DCP1B (196513),DCP1B,196513
CACNA1C (775),CACNA1C,775
KCNA6 (3742),KCNA6,3742
THRB (7068),THRB,7068
NGLY1 (55768),NGLY1,55768
OXSM (54995),OXSM,54995
UEVLD (55293),UEVLD,55293
TMEM86A (144110),TMEM86A,144110
NOPCHAP1 (121053),NOPCHAP1,121053
TMEM263 (90488),TMEM263,90488
ABTB3 (121551),ABTB3,121551
UBE3B (89910),UBE3B,89910
ANK3 (288),ANK3,288
IPMK (253430),IPMK,253430
RAD9B (144715),RAD9B,144715
PLBD2 (196463),PLBD2,196463
DLG5 (9231),DLG5,9231
MAT1A (4143),MAT1A,4143
SLC2A13 (114134),SLC2A13,114134
GXYLT1 (283464),GXYLT1,283464
TWF1 (5756),TWF1,5756
DIP2C (22982),DIP2C,22982
EIF4E (1977),EIF4E,1977
MAGI1 (9223),MAGI1,9223
TEX30 (93081),TEX30,93081
CSNK1G3 (1456),CSNK1G3,1456
SRFBP1 (153443),SRFBP1,153443
AKAP6 (9472),AKAP6,9472
NPAS3 (64067),NPAS3,64067
FAM177A1 (283635),FAM177A1,283635
MBIP (51562),MBIP,51562
MIPOL1 (145282),MIPOL1,145282
EXT2 (2132),EXT2,2132
TMEM18 (129787),TMEM18,129787
KCTD14 (65987),KCTD14,65987
THRSP (7069),THRSP,7069
NDUFC2 (4718),NDUFC2,4718
ME3 (10873),ME3,10873
ADAMTS12 (81792),ADAMTS12,81792
NUBPL (80224),NUBPL,80224
NEK7 (140609),NEK7,140609
FER (2241),FER,2241
VIPAS39 (63894),VIPAS39,63894
ANKRD50 (57182),ANKRD50,57182
UPF2 (26019),UPF2,26019
CDC123 (8872),CDC123,8872
SCLT1 (132320),SCLT1,132320
CCDC3 (83643),CCDC3,83643
C4orf33 (132321),C4orf33,132321
FRMD4A (55691),FRMD4A,55691
PTPRO (5800),PTPRO,5800
EPS8 (2059),EPS8,2059
ACAD8 (27034),ACAD8,27034
THYN1 (29087),THYN1,29087
VPS26B (112936),VPS26B,112936
NCAPD3 (23310),NCAPD3,23310
VTI1A (143187),VTI1A,143187
QDPR (5860),QDPR,5860
FHIP2A (57700),FHIP2A,57700
ANO4 (121601),ANO4,121601
TEX9 (374618),TEX9,374618
QTRT2 (79691),QTRT2,79691
MMAA (166785),MMAA,166785
ZNF827 (152485),ZNF827,152485
POU4F2 (5458),POU4F2,5458
EDNRA (1909),EDNRA,1909
NR3C2 (4306),NR3C2,4306
AKR1C2 (1646),AKR1C2,1646
DPYSL4 (10570),DPYSL4,10570
ADAM8 (101),ADAM8,101
ITIH2 (3698),ITIH2,3698
KIN (22944),KIN,22944
PIGF (5281),PIGF,5281
ANKAR (150709),ANKAR,150709
INPP1 (3628),INPP1,3628
MFSD6 (54842),MFSD6,54842
RNF144A (9781),RNF144A,9781
ASAP2 (8853),ASAP2,8853
ADAM17 (6868),ADAM17,6868
FLI1 (2313),FLI1,2313
TMEM45B (120224),TMEM45B,120224
WWC2 (80014),WWC2,80014
CENPU (79682),CENPU,79682
ACSL1 (2180),ACSL1,2180
SLC25A4 (291),SLC25A4,291
AMN1 (196394),AMN1,196394
BICD1 (636),BICD1,636
SAV1 (60485),SAV1,60485
CCDC122 (160857),CCDC122,160857
SERP2 (387923),SERP2,387923
NBAS (51594),NBAS,51594
ZNF385D (79750),ZNF385D,79750
TDO2 (6999),TDO2,6999
GUF1 (60558),GUF1,60558
SLC35F4 (341880),SLC35F4,341880
GABRA2 (2555),GABRA2,2555
SACS (26278),SACS,26278
PABPC3 (5042),PABPC3,5042
CPAP (55835),CPAP,55835
FBXO4 (26272),FBXO4,26272
TMEM267 (64417),TMEM267,64417
CCL28 (56477),CCL28,56477
PARP8 (79668),PARP8,79668
GFRA1 (2674),GFRA1,2674
CACUL1 (143384),CACUL1,143384
DST (667),DST,667
BEND6 (221336),BEND6,221336
TIAL1 (7073),TIAL1,7073
BAG3 (9531),BAG3,9531
RBM46 (166863),RBM46,166863
SCHIP1 (29970),SCHIP1,29970
KCNE4 (23704),KCNE4,23704
AP1S3 (130340),AP1S3,130340
RABGAP1L (9910),RABGAP1L,9910
CCDC74B (91409),CCDC74B,91409
TLCD4 (148534),TLCD4,148534
MZT2B (80097),MZT2B,80097
ASTN1 (460),ASTN1,460
FAM168B (130074),FAM168B,130074
PTPN14 (5784),PTPN14,5784
MGAT5 (4249),MGAT5,4249
TMEM163 (81615),TMEM163,81615
GPATCH11 (253635),GPATCH11,253635
HSPB8 (26353),HSPB8,26353
GEMIN6 (79833),GEMIN6,79833
TMEM178A (130733),TMEM178A,130733
POU4F1 (5457),POU4F1,5457
OBI1 (79596),OBI1,79596
CYSLTR2 (57105),CYSLTR2,57105
GRID2 (2895),GRID2,2895
ARL11 (115761),ARL11,115761
SETBP1 (26040),SETBP1,26040
ARL14EP (120534),ARL14EP,120534
EPG5 (57724),EPG5,57724
PSTPIP2 (9050),PSTPIP2,9050
ATP5F1A (498),ATP5F1A,498
HAUS1 (115106),HAUS1,115106
ARK2N (147339),ARK2N,147339
SPC25 (57405),SPC25,57405
PDK1 (5163),PDK1,5163
PDE3B (5140),PDE3B,5140
TCF7L1 (83439),TCF7L1,83439
TGOLN2 (10618),TGOLN2,10618
SH2D6 (284948),SH2D6,284948
KCNK13 (56659),KCNK13,56659
UHMK1 (127933),UHMK1,127933
ATG10 (83734),ATG10,83734
POC5 (134359),POC5,134359
SPOCK1 (6695),SPOCK1,6695
FAM151B (167555),FAM151B,167555
TADA1 (117143),TADA1,117143
GUCY1A2 (2977),GUCY1A2,2977
CWF19L2 (143884),CWF19L2,143884
JMY (133746),JMY,133746
HOMER1 (9456),HOMER1,9456
XRCC4 (7518),XRCC4,7518
ZNF547 (284306),ZNF547,284306
ZNF773 (374928),ZNF773,374928
ZNF776 (284309),ZNF776,284309
ZNF256 (10172),ZNF256,10172
SUV39H2 (79723),SUV39H2,79723
DCLRE1C (64421),DCLRE1C,64421
OLAH (55301),OLAH,55301
RPP38 (10557),RPP38,10557
NMT2 (9397),NMT2,9397
ZSCAN1 (284312),ZSCAN1,284312
ZNF837 (116412),ZNF837,116412
USP12 (219333),USP12,219333
CCDC50 (152137),CCDC50,152137
CAMK4 (814),CAMK4,814
TRIM36 (55521),TRIM36,55521
ZFP36L2 (678),ZFP36L2,678
PAN3 (255967),PAN3,255967
PLEKHH2 (130271),PLEKHH2,130271
PFKM (5213),PFKM,5213
TMEM123 (114908),TMEM123,114908
GRIA4 (2893),GRIA4,2893
IGSF10 (285313),IGSF10,285313
SPEF2 (79925),SPEF2,79925
SPARCL1 (8404),SPARCL1,8404
MEPE (56955),MEPE,56955
MBNL1 (4154),MBNL1,4154
CAPSL (133690),CAPSL,133690
NADK2 (133686),NADK2,133686
GPD1L (23171),GPD1L,23171
GJA1 (2697),GJA1,2697
CCNO (10309),CCNO,10309
SLC30A6 (55676),SLC30A6,55676
PELO (53918),PELO,53918
RASGRP3 (25780),RASGRP3,25780
SAR1B (51128),SAR1B,51128
CATSPER3 (347732),CATSPER3,347732
GPR180 (160897),GPR180,160897
DNAI4 (79819),DNAI4,79819
ANKRD22 (118932),ANKRD22,118932
FARP1 (10160),FARP1,10160
IFIT5 (24138),IFIT5,24138
SLC16A12 (387700),SLC16A12,387700
PANK1 (53354),PANK1,53354
PRDM8 (56978),PRDM8,56978
BMP3 (651),BMP3,651
HNRNPDL (9987),HNRNPDL,9987
HHEX (3087),HHEX,3087
UTRN (7402),UTRN,7402
GRM1 (2911),GRM1,2911
PTPRK (5796),PTPRK,5796
GGPS1 (9453),GGPS1,9453
ZNF117 (51351),ZNF117,51351
LMNTD1 (160492),LMNTD1,160492
MARVELD2 (153562),MARVELD2,153562
RAD17 (5884),RAD17,5884
MED21 (9412),MED21,9412
PLOD2 (5352),PLOD2,5352
STK32B (55351),STK32B,55351
JAKMIP1 (152789),JAKMIP1,152789
ZIC1 (7545),ZIC1,7545
ADGRA3 (166647),ADGRA3,166647
SREK1IP1 (285672),SREK1IP1,285672
LGI2 (55203),LGI2,55203
CWC27 (10283),CWC27,10283
MR1 (3140),MR1,3140
SRP19 (6728),SRP19,6728
CENPH (64946),CENPH,64946
CDYL (9425),CDYL,9425
CARHSP1 (23589),CARHSP1,23589
TEKT5 (146279),TEKT5,146279
BANK1 (55024),BANK1,55024
TXNDC11 (51061),TXNDC11,51061
DAB2 (1601),DAB2,1601
ACMSD (130013),ACMSD,130013
ACOXL (55289),ACOXL,55289
BCL2L11 (10018),BCL2L11,10018
ANAPC1 (64682),ANAPC1,64682
CAST (831),CAST,831
SCOC (60592),SCOC,60592
CLGN (1047),CLGN,1047
CETN3 (1070),CETN3,1070
SMARCA5 (8467),SMARCA5,8467
SYCP2L (221711),SYCP2L,221711
BMP6 (654),BMP6,654
RGPD3 (653489),RGPD3,653489
RASSF3 (283349),RASSF3,283349
HNRNPU (3192),HNRNPU,3192
RANBP2 (5903),RANBP2,5903
AHCTF1 (25909),AHCTF1,25909
MERTK (10461),MERTK,10461
TMEM87B (84910),TMEM87B,84910
PTPRR (5801),PTPRR,5801
NR4A2 (4929),NR4A2,4929
CCDC148 (130940),CCDC148,130940
PLA2R1 (22925),PLA2R1,22925
RBMS1 (5937),RBMS1,5937
SCN3A (6328),SCN3A,6328
CD96 (10225),CD96,10225
SLC25A27 (9481),SLC25A27,9481
ADGRF1 (266977),ADGRF1,266977
ADGRF4 (221393),ADGRF4,221393
CYRIB (51571),CYRIB,51571
ASAP1 (50807),ASAP1,50807
TRAPPC8 (22878),TRAPPC8,22878
INO80C (125476),INO80C,125476
LPCAT1 (79888),LPCAT1,79888
PLEKHG4B (153478),PLEKHG4B,153478
NMRAL1 (57407),NMRAL1,57407
UBALD1 (124402),UBALD1,124402
C16orf89 (146556),C16orf89,146556
ING1 (3621),ING1,3621
TEX29 (121793),TEX29,121793
ADPRHL1 (113622),ADPRHL1,113622
CMTM7 (112616),CMTM7,112616
FBXL2 (25827),FBXL2,25827
UBP1 (7342),UBP1,7342
RMND5A (64795),RMND5A,64795
CD8A (925),CD8A,925
RPIA (22934),RPIA,22934
PTPRD (5789),PTPRD,5789
LURAP1L (286343),LURAP1L,286343
CNKSR3 (154043),CNKSR3,154043
GTF2E1 (2960),GTF2E1,2960
CFDP1 (10428),CFDP1,10428
TGIF2LX (90316),TGIF2LX,90316
ZDHHC7 (55625),ZDHHC7,55625
SPMIP4 (136895),SPMIP4,136895
TMPRSS11D (9407),TMPRSS11D,9407
JAZF1 (221895),JAZF1,221895
CMIP (80790),CMIP,80790
PID1 (55022),PID1,55022
TRIP12 (9320),TRIP12,9320
FBXO36 (130888),FBXO36,130888
CEBPG (1054),CEBPG,1054
KCTD15 (79047),KCTD15,79047
ZNF599 (148103),ZNF599,148103
MCOLN2 (255231),MCOLN2,255231
LGI4 (163175),LGI4,163175
DDAH1 (23576),DDAH1,23576
SREK1 (140890),SREK1,140890
CHD1 (1105),CHD1,1105
ANKFN1 (162282),ANKFN1,162282
DGKE (8526),DGKE,8526
HS2ST1 (9653),HS2ST1,9653
MSI2 (124540),MSI2,124540
CACNA2D1 (781),CACNA2D1,781
ZUP1 (221302),ZUP1,221302
HS3ST3A1 (9955),HS3ST3A1,9955
GDPD1 (284161),GDPD1,284161
NUS1 (116150),NUS1,116150
SEMA3D (223117),SEMA3D,223117
PPP2R5E (5529),PPP2R5E,5529
AK5 (26289),AK5,26289
CABYR (26256),CABYR,26256
IMPACT (55364),IMPACT,55364
ANKRD29 (147463),ANKRD29,147463
SDHAF4 (135154),SDHAF4,135154
CHST9 (83539),CHST9,83539
THY1 (7070),THY1,7070
DNAAF1 (123872),DNAAF1,123872
C16orf74 (404550),C16orf74,404550
TBCEL (219899),TBCEL,219899
JPH3 (57338),JPH3,57338
ANKH (56172),ANKH,56172
OTULIN (90268),OTULIN,90268
UBASH3B (84959),UBASH3B,84959
ROBO4 (54538),ROBO4,54538
ROBO3 (64221),ROBO3,64221
TBRG1 (84897),TBRG1,84897
NRGN (4900),NRGN,4900
RETREG1 (54463),RETREG1,54463
TOMM70 (9868),TOMM70,9868
ABI3BP (25890),ABI3BP,25890
ANGPT1 (284),ANGPT1,284
PITPNC1 (26207),PITPNC1,26207
CC2D1B (200014),CC2D1B,200014
CERS3 (204219),CERS3,204219
PRKCA (5578),PRKCA,5578
LRRK1 (79705),LRRK1,79705
CEP112 (201134),CEP112,201134
GAL3ST2 (64090),GAL3ST2,64090
ABCA6 (23460),ABCA6,23460
ABCA10 (10349),ABCA10,10349
ABCA5 (23461),ABCA5,23461
ENPP3 (5169),ENPP3,5169
PGCKA1 (55286),PGCKA1,55286
UCHL1 (7345),UCHL1,7345
MIA3 (375056),MIA3,375056
DISP1 (84976),DISP1,84976
TNIK (23043),TNIK,23043
FAM167A (83648),FAM167A,83648
NEIL2 (252969),NEIL2,252969
PGM5 (5239),PGM5,5239
WNT3A (89780),WNT3A,89780
OBSCN (84033),OBSCN,84033
LONRF1 (91694),LONRF1,91694
TRIM11 (81559),TRIM11,81559
ENAH (55740),ENAH,55740
CCSAP (126731),CCSAP,126731
ASZ1 (136991),ASZ1,136991
SH3RF1 (57630),SH3RF1,57630
GBP5 (115362),GBP5,115362
BUB3 (9184),BUB3,9184
CFAP210 (129881),CFAP210,129881
MMP21 (118856),MMP21,118856
C10orf90 (118611),C10orf90,118611
DIPK1A (388650),DIPK1A,388650
ATP5MC3 (518),ATP5MC3,518
CNTNAP3B (728577),CNTNAP3B,728577
MAGED4 (728239),MAGED4,728239
SRSF12 (135295),SRSF12,135295
PDLIM3 (27295),PDLIM3,27295
SORBS2 (8470),SORBS2,8470
ELOC (6921),ELOC,6921
LY96 (23643),LY96,23643
CXADR (1525),CXADR,1525
BTG3 (10950),BTG3,10950
C21orf91 (54149),C21orf91,54149
CHODL (140578),CHODL,140578
NCAM2 (4685),NCAM2,4685
L3MBTL4 (91133),L3MBTL4,91133
PDE1C (5137),PDE1C,5137
RABGEF1 (27342),RABGEF1,27342
MRPL39 (54148),MRPL39,54148
JAM2 (58494),JAM2,58494
ATP5PF (522),ATP5PF,522
GABPA (2551),GABPA,2551
ADAMTS1 (9510),ADAMTS1,9510
ADAMTS5 (11096),ADAMTS5,11096
TSEN2 (80746),TSEN2,80746
SLFN13 (146857),SLFN13,146857
WNT7A (7476),WNT7A,7476
XPC (7508),XPC,7508
CCDC174 (51244),CCDC174,51244
FGD5 (152273),FGD5,152273
FLCN (201163),FLCN,201163
DPH3 (285381),DPH3,285381
OXNAD1 (92106),OXNAD1,92106
PLCL2 (23228),PLCL2,23228
CXXC1 (30827),CXXC1,30827
SKA1 (220134),SKA1,220134
PPP4R1 (9989),PPP4R1,9989
APCDD1 (147495),APCDD1,147495
PIEZO2 (63895),PIEZO2,63895
MPPE1 (65258),MPPE1,65258
USP43 (124739),USP43,124739
RAB6B (51560),RAB6B,51560
EME1 (146956),EME1,146956
EPHB1 (2047),EPHB1,2047
ACSS1 (84532),ACSS1,84532
ANKRD40 (91369),ANKRD40,91369
ZNF18 (7566),ZNF18,7566
VOPP1 (81552),VOPP1,81552
APOOL (139322),APOOL,139322
DKK2 (27123),DKK2,27123
CYP2U1 (113612),CYP2U1,113612
RSPH10B (222967),RSPH10B,222967
FBXL18 (80028),FBXL18,80028
CNTNAP5 (129684),CNTNAP5,129684
PROM2 (150696),PROM2,150696
AK9 (221264),AK9,221264
KLF10 (7071),KLF10,7071
PTPRN2 (5799),PTPRN2,5799
AZIN1 (51582),AZIN1,51582
ATP6V1C1 (528),ATP6V1C1,528
PIP4P2 (55529),PIP4P2,55529
OTUD6B (51633),OTUD6B,51633
CDK19 (23097),CDK19,23097
GTF3C6 (112495),GTF3C6,112495
TTC39B (158219),TTC39B,158219
AGPAT5 (55326),AGPAT5,55326
MMS19 (64210),MMS19,64210
PI4K2A (55361),PI4K2A,55361
MARVELD1 (83742),MARVELD1,83742
ZFYVE27 (118813),ZFYVE27,118813
GOLGA7B (401647),GOLGA7B,401647
GPR78 (27201),GPR78,27201
TRMT44 (152992),TRMT44,152992
SLC25A28 (81894),SLC25A28,81894
HSPA13 (6782),HSPA13,6782
SAMSN1 (64092),SAMSN1,64092
USP25 (29761),USP25,29761
GRAMD2B (65983),GRAMD2B,65983
ZCCHC10 (54819),ZCCHC10,54819
C16orf87 (388272),C16orf87,388272
MOV10 (4343),MOV10,4343
RHOC (389),RHOC,389
PPM1J (333926),PPM1J,333926
DBI (1622),DBI,1622
SLC16A1 (6566),SLC16A1,6566
HEATR3 (55027),HEATR3,55027
TRIM74 (378108),TRIM74,378108
NIFK (84365),NIFK,84365
OXA1L (5018),OXA1L,5018
SLC7A7 (9056),SLC7A7,9056
MAGEC1 (9947),MAGEC1,9947
LARP1 (23367),LARP1,23367
CNOT8 (9337),CNOT8,9337
LRGUK (136332),LRGUK,136332
SETD9 (133383),SETD9,133383
MIER3 (166968),MIER3,166968
NUP205 (23165),NUP205,23165
ZKSCAN2 (342357),ZKSCAN2,342357
C9orf85 (138241),C9orf85,138241
XAGE2 (9502),XAGE2,9502
PIK3AP1 (118788),PIK3AP1,118788
RBM45 (129831),RBM45,129831
TTN (7273),TTN,7273
PDIA4 (9601),PDIA4,9601
KDM8 (79831),KDM8,79831
OTOA (146183),OTOA,146183
KCTD18 (130535),KCTD18,130535
HYCC2 (285172),HYCC2,285172
FLACC1 (130540),FLACC1,130540
C2CD6 (151254),C2CD6,151254
TMEM237 (65062),TMEM237,65062
FZD7 (8324),FZD7,8324
SPAG17 (200162),SPAG17,200162
DEPTOR (64798),DEPTOR,64798
FMN2 (56776),FMN2,56776
RNF20 (56254),RNF20,56254
PPARGC1B (133522),PPARGC1B,133522
ELMO1 (9844),ELMO1,9844
SLC26A2 (1836),SLC26A2,1836
LSM11 (134353),LSM11,134353
MED7 (9443),MED7,9443
SAXO1 (158297),SAXO1,158297
RRAGA (10670),RRAGA,10670
PXYLP1 (92370),PXYLP1,92370
ADCY8 (114),ADCY8,114
RASA2 (5922),RASA2,5922
RMND1 (55005),RMND1,55005
RAET1L (154064),RAET1L,154064
SLA (6503),SLA,6503
TMBIM4 (51643),TMBIM4,51643
VBP1 (7411),VBP1,7411
RAB39B (116442),RAB39B,116442
CLIC2 (1193),CLIC2,1193
AFF2 (2334),AFF2,2334
MICU3 (286097),MICU3,286097
GRIP1 (23426),GRIP1,23426
VPS37A (137492),VPS37A,137492
KIF5A (3798),KIF5A,3798
NAT2 (10),NAT2,10
MAGEA8 (4107),MAGEA8,4107
PSD3 (23362),PSD3,23362
CARNMT1 (138199),CARNMT1,138199
MCU (90550),MCU,90550
MIDEAS (91748),MIDEAS,91748
